Time,API Key Name,Model,Reasoning Effort,Inbound Endpoint,IP Address,Type,Billing Mode,Input Tokens,Output Tokens,Cache Read Tokens,Cache Creation Tokens,Rate Multiplier,Billed Cost,Original Cost,First Token (ms),Duration (ms)
2026-07-13T22:35:04.08708+08:00,,gpt-5.6-sol,XHigh,/v1/responses,117.14.140.249,Stream,按量,639,990,16640,0,0.1,0.0041215,0.041215,2176,5603
2026-07-13T22:34:56.665682+08:00,,gpt-5.6-sol,XHigh,/v1/responses,117.14.140.249,Stream,按量,512,1647,16512,0,0.1,0.0060226,0.060226,2152,11598
2026-07-13T22:34:42.23902+08:00,,gpt-5.6-sol,XHigh,/v1/responses,117.14.140.249,Stream,按量,518,1141,16384,0,0.1,0.0045012,0.045012,2095,10163
2026-07-13T22:34:29.521691+08:00,,gpt-5.6-sol,XHigh,/v1/responses,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,548,1000,16128,0,0.1,0.0040804,0.040804,2693,5979
2026-07-13T22:34:21.512153+08:00,,gpt-5.6-sol,XHigh,/v1/responses,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,462,1164,16000,0,0.1,0.004523,0.04523,1995,6687
2026-07-13T22:34:11.637225+08:00,,gpt-5.6-sol,XHigh,/v1/responses,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,453,1069,15872,0,0.1,0.0042271,0.042271,2123,5798
2026-07-13T22:34:03.980042+08:00,,gpt-5.6-sol,XHigh,/v1/responses,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,390,941,15872,0,0.1,0.0038116,0.038116,2055,4930
2026-07-13T22:33:57.22106+08:00,,gpt-5.6-sol,XHigh,/v1/responses,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,455,1048,15744,0,0.1,0.0041587,0.041587,2049,7385
2026-07-13T22:33:49.347864+08:00,,gpt-5.6-sol,XHigh,/v1/responses,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,385,899,15744,0,0.1,0.0036767,0.036767,2566,7204
2026-07-13T22:33:40.148686+08:00,,gpt-5.6-sol,XHigh,/v1/responses,117.14.140.249,Stream,按量,443,905,15616,0,0.1,0.0037173,0.037173,2112,6221
2026-07-13T22:33:31.845193+08:00,,gpt-5.6-sol,XHigh,/v1/responses,117.14.140.249,Stream,按量,472,839,15488,0,0.1,0.0035274,0.035274,3311,6780
2026-07-13T22:33:23.08421+08:00,,gpt-5.6-sol,XHigh,/v1/responses,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,1397,949,14464,0,0.1,0.0042687,0.042687,8631,12816
2026-07-13T22:33:08.775329+08:00,,gpt-5.6-sol,XHigh,/v1/responses,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,1941,1129,12928,0,0.1,0.0050039,0.050039,3413,7719
2026-07-13T22:26:37.160744+08:00,,gpt-5.6-sol,XHigh,/v1/responses,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,2324,9,11008,0,0.1,0.0017394,0.017394,5928,6160
2026-07-13T16:39:03.852273+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,1178,147,14848,0,0.1,0.0017724,0.017724,1397,4839
2026-07-13T16:38:55.595665+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,894,103,14848,0,0.1,0.0014984,0.014984,1395,3969
2026-07-13T16:38:47.893472+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,963,35,14848,0,0.1,0.0013289,0.013289,1385,3045
2026-07-13T16:38:41.032972+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,4402,125,14848,0,0.1,0.0033184,0.033184,1854,4768
2026-07-13T16:38:31.367506+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,899,175,14848,0,0.1,0.0017169,0.017169,1185,5111
2026-07-13T16:38:22.975628+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,1182,96,14848,0,0.1,0.0016214,0.016214,1166,3649
2026-07-13T15:47:57.775659+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,413,65,11776,0,0.1,0.0009903,0.009903,964,2468
2026-07-13T15:47:57.722744+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,413,60,11776,0,0.1,0.0009753,0.009753,1214,2595
2026-07-13T15:46:02.402385+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,1973,275,14848,0,0.1,0.0025539,0.025539,1495,7300
2026-07-13T15:45:52.923745+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,413,53,11776,0,0.1,0.0009543,0.009543,3897,5674
2026-07-13T15:45:52.114052+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,1374,68,14848,0,0.1,0.0016334,0.016334,1159,3099
2026-07-13T15:45:45.067914+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,4331,710,14848,0,0.1,0.0050379,0.050379,1730,15046
2026-07-13T15:45:16.303408+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,1117,152,14848,0,0.1,0.0017569,0.017569,2139,5820
2026-07-13T15:45:11.535008+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,413,71,11776,0,0.1,0.0010083,0.010083,1425,3401
2026-07-13T15:45:04.405724+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,8702,599,14848,0,0.1,0.0068904,0.068904,2151,13281
2026-07-13T15:44:46.216256+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,17934,651,14848,0,0.1,0.0116624,0.116624,1742,15548
2026-07-13T15:42:17.117292+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,4336,338,14848,0,0.1,0.0039244,0.039244,1301,7982
2026-07-13T15:42:04.990831+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,899,228,14848,0,0.1,0.0018759,0.018759,1463,5912
2026-07-13T15:39:47.690399+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,1284,66,14848,0,0.1,0.0015824,0.015824,1650,5957
2026-07-13T15:37:29.081722+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,899,156,14848,0,0.1,0.0016599,0.016599,1405,4616
2026-07-13T15:37:20.170278+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,929,49,14848,0,0.1,0.0013539,0.013539,1207,2664
2026-07-13T15:37:14.495116+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,9931,111,14848,0,0.1,0.0060409,0.060409,1770,6173
2026-07-13T15:37:04.34835+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,15742,74,0,0,0.1,0.008093,0.08093,1517,5113
2026-07-13T15:36:54.628404+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,1021,196,14848,0,0.1,0.0018409,0.018409,1179,5386
2026-07-13T15:36:07.854678+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,413,74,11776,0,0.1,0.0010173,0.010173,98588,100321
2026-07-13T15:34:33.894868+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,1021,115,14848,0,0.1,0.0015979,0.015979,1132,3809
2026-07-13T15:34:25.299883+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,899,244,14848,0,0.1,0.0019239,0.019239,1010,6000
2026-07-13T15:34:15.858661+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,15824,53,0,0,0.1,0.008071,0.08071,4231,5764
2026-07-13T15:31:55.661035+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,1354,154,10752,0,0.1,0.0016766,0.016766,1517,5576
2026-07-13T15:31:45.818243+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,1093,198,10752,0,0.1,0.0016781,0.016781,1285,5339
2026-07-13T15:31:36.883199+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,99,68,11776,0,0.1,0.0008423,0.008423,1228,3345
2026-07-13T15:31:29.026869+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,1093,58,10752,0,0.1,0.0012581,0.012581,1051,2731
2026-07-13T15:31:22.072225+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,1123,41,10752,0,0.1,0.0012221,0.012221,1862,2897
2026-07-13T15:31:16.127791+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,1336,37,10752,0,0.1,0.0013166,0.013166,1036,2612
2026-07-13T15:31:13.265467+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,9629,45,2560,0,0.1,0.0050775,0.050775,931,2639
2026-07-13T15:31:08.630542+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,20242,591,10752,0,0.1,0.0124316,0.124316,1401,15218
2026-07-13T15:30:49.924036+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,4638,383,10752,0,0.1,0.0040056,0.040056,1314,9003
2026-07-13T15:30:35.604163+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,1093,228,10752,0,0.1,0.0017681,0.017681,1021,5609
2026-07-13T15:30:26.625953+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,1548,92,10752,0,0.1,0.0015876,0.015876,1469,3668
2026-07-13T15:28:47.818319+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,1637,234,10752,0,0.1,0.0020581,0.020581,2495,7634
2026-07-13T15:28:36.941542+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,1093,308,10752,0,0.1,0.0020081,0.020081,36469,47751
2026-07-13T15:27:39.672664+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,1123,50,10752,0,0.1,0.0012491,0.012491,1596,3171
2026-07-13T15:27:33.457793+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,1093,38,10752,0,0.1,0.0011981,0.011981,1797,3376
2026-07-13T15:27:27.073306+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,1251,52,10752,0,0.1,0.0013191,0.013191,1226,3492
2026-07-13T15:27:19.665872+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,6429,151,10752,0,0.1,0.0042051,0.042051,6747,10695
2026-07-13T15:24:55.053417+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,1093,152,10752,0,0.1,0.0015401,0.015401,2903,6053
2026-07-13T15:24:44.146961+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,1123,37,10752,0,0.1,0.0012101,0.012101,1127,3698
2026-07-13T15:24:35.97912+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,14855,181,0,0,0.1,0.0079705,0.079705,1200,6095
2026-07-13T15:19:32.311957+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,9038,67,4608,0,0.1,0.0049504,0.049504,1360,3305
2026-07-13T15:19:25.294529+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,827,122,4608,0,0.1,0.0010099,0.010099,1180,3918
2026-07-13T15:19:18.717821+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,777,63,11776,0,0.1,0.0011663,0.011663,1637,3177
2026-07-13T15:19:13.331211+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,4091,513,4608,0,0.1,0.0038149,0.038149,2051,12518
2026-07-13T15:19:10.531304+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,400,33,269312,0,0.1,0.0137646,0.137646,6502,8855
2026-07-13T15:18:56.377512+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,3600,230,4608,0,0.1,0.0027204,0.027204,2046,6625
2026-07-13T15:18:46.537613+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,902,137,4608,0,0.1,0.0010924,0.010924,1534,4388
2026-07-13T15:18:39.272864+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,4265,68,4608,0,0.1,0.0025669,0.025669,1657,3353
2026-07-13T15:18:30.548221+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,2624,349,4608,0,0.1,0.0025894,0.025894,1027,7625
2026-07-13T15:18:18.966665+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,5272,220,0,0,0.1,0.003296,0.03296,988,5348
2026-07-13T15:18:10.264866+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,4009,121,4608,0,0.1,0.0025979,0.025979,1383,4085
2026-07-13T15:18:02.128917+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,649,172,4608,0,0.1,0.0010709,0.010709,3416,7259
2026-07-13T15:15:41.817144+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,768,116,4608,0,0.1,0.0009624,0.009624,2528,5168
2026-07-13T15:15:33.158368+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,12553,47,0,0,0.1,0.0064175,0.064175,1657,2917
2026-07-13T15:15:28.094741+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,649,232,4608,0,0.1,0.0012509,0.012509,1734,6453
2026-07-13T15:15:19.150154+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,12242,304,4608,0,0.1,0.0072634,0.072634,1623,8025
2026-07-13T15:15:06.989854+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,1678,531,4608,0,0.1,0.0026624,0.026624,4142,14145
2026-07-13T15:14:48.78812+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,24095,620,4608,0,0.1,0.0141379,0.141379,2384,14199
2026-07-13T15:14:30.686028+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,4089,374,4608,0,0.1,0.0033969,0.033969,2633,9978
2026-07-13T15:14:16.668182+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,649,157,4608,0,0.1,0.0010259,0.010259,1066,4305
2026-07-13T15:14:08.625648+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,6429,65,0,0,0.1,0.0034095,0.034095,1568,3301
2026-07-13T15:13:21.67652+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,314,279,102912,0,0.1,0.0061396,0.061396,4277,8978
2026-07-13T15:12:24.220379+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,227,71,102912,0,0.1,0.0054721,0.054721,4501,5878
2026-07-13T15:12:15.298623+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,609,89,102400,0,0.1,0.0056915,0.056915,2849,4455
2026-07-13T15:12:08.381581+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,295,239,102400,0,0.1,0.0059845,0.059845,3286,7887
2026-07-13T15:11:57.447305+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,692,100,101888,0,0.1,0.0057404,0.057404,3354,5730
2026-07-13T15:11:55.480452+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,12704,55,0,0,0.1,0.006517,0.06517,1831,3737
2026-07-13T15:11:48.343466+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,7042,594,95232,0,0.1,0.0100646,0.100646,3134,15695
2026-07-13T15:10:56.520791+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,9222,59,6656,0,0.1,0.0051208,0.051208,1226,3320
2026-07-13T15:10:49.662786+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,793,54,6656,0,0.1,0.0008913,0.008913,1295,3612
2026-07-13T15:10:42.702251+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,13833,304,0,0,0.1,0.0078285,0.078285,2622,9158
2026-07-13T15:10:41.807662+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,9544,56,4608,0,0.1,0.0051704,0.051704,2973,5095
2026-07-13T15:10:33.81772+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,1121,59,4608,0,0.1,0.0009679,0.009679,1223,6713
2026-07-13T15:10:29.524172+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,6341,427,4608,0,0.1,0.0046819,0.046819,1348,10438
2026-07-13T15:10:23.289703+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,5593,129,0,0,0.1,0.0031835,0.031835,1289,4323
2026-07-13T15:10:15.973744+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,7601,162,0,0,0.1,0.0042865,0.042865,1362,5093
2026-07-13T15:10:14.980501+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,7515,670,4608,0,0.1,0.0059979,0.059979,1477,14233
2026-07-13T15:10:01.778893+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,861,108,125440,0,0.1,0.0070265,0.070265,3485,5359
2026-07-13T15:09:56.683078+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,4470,426,4608,0,0.1,0.0037434,0.037434,1143,9395
2026-07-13T15:09:49.936381+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,2978,425,122880,0,0.1,0.008908,0.08908,3335,11013
2026-07-13T15:09:42.630011+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,1031,212,4608,0,0.1,0.0013819,0.013819,1656,8133
2026-07-13T15:09:35.80507+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,3830,118,119296,0,0.1,0.0082338,0.082338,3439,5648
2026-07-13T15:09:31.166421+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,5829,61,0,0,0.1,0.0030975,0.030975,1609,4198
2026-07-13T15:09:23.316756+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,576,84,195072,0,0.1,0.0102936,0.102936,3955,5513
2026-07-13T15:09:16.111151+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,2454,296,263680,0,0.1,0.015299,0.15299,9036,16116
2026-07-13T15:09:10.512435+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,670,107,118784,0,0.1,0.0065952,0.065952,2723,4678
2026-07-13T15:09:04.516624+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,525,197,195072,0,0.1,0.0106071,0.106071,3706,7656
2026-07-13T15:09:03.540677+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,2193,64,2560,0,0.1,0.0014165,0.014165,1874,3356
2026-07-13T15:09:02.038823+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,1299,377,117760,0,0.1,0.0076685,0.076685,3262,10045
2026-07-13T15:08:57.916222+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,17175,372,0,0,0.1,0.0097035,0.097035,2388,9571
2026-07-13T15:08:56.820202+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,257608,2904,6656,0,0.1,0.1378488,1.378488,4763,57174
2026-07-13T15:08:56.461039+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,740,53,268800,0,0.1,0.013969,0.13969,5250,6745
2026-07-13T15:08:53.505898+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,1276,107,194048,0,0.1,0.0106614,0.106614,4228,6293
2026-07-13T15:08:48.700465+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,4525,270,113664,0,0.1,0.0087557,0.087557,3181,8158
2026-07-13T15:08:46.396973+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,408,254,268800,0,0.1,0.014406,0.14406,9238,26191
2026-07-13T15:08:43.74687+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,22463,84,172032,0,0.1,0.0200851,0.200851,5581,7140
2026-07-13T15:08:29.163075+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,483,284,193536,0,0.1,0.0107703,0.107703,5199,10509
2026-07-13T15:08:25.141712+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,757,138,113152,0,0.1,0.0064501,0.064501,3095,5534
2026-07-13T15:08:16.767402+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,8560,24,260608,0,0.1,0.0173824,0.173824,6567,8676
2026-07-13T15:08:16.188703+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,745,78,112640,0,0.1,0.0062385,0.062385,2961,4438
2026-07-13T15:08:14.984534+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,1121,163,192512,0,0.1,0.0106751,0.106751,3506,6509
2026-07-13T15:08:10.688183+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,84620,173,0,0,0.1,0.042829,0.42829,3146,6330
2026-07-13T15:08:08.449243+08:00,,gpt-5.6-sol,XHigh,/v1/messages,2408:8210:5428:c3b2:f18e:b150:24cb:5ad2,Stream,按量,1298,152,111616,0,0.1,0.0066858,0.066858,8402,12441
